timestamp,delta_w,direction
2013-06-07 05:18:38+05:30,527.91552734375,rising
2013-06-07 05:23:41+05:30,-44.884918212890625,falling
2013-06-07 05:32:46+05:30,100.42788696289062,rising
2013-06-07 05:37:31+05:30,-97.31979370117188,falling
2013-06-07 05:46:50+05:30,516.1451416015625,rising
2013-06-07 05:47:23+05:30,-380.39068603515625,falling
2013-06-07 05:47:30+05:30,-359.68585205078125,falling
2013-06-07 05:47:39+05:30,377.5020751953125,rising
2013-06-07 05:47:45+05:30,-369.3873291015625,falling
2013-06-07 05:48:08+05:30,-290.6167297363281,falling
2013-06-07 05:48:14+05:30,400.127197265625,rising
2013-06-07 05:48:39+05:30,-395.0868835449219,falling
2013-06-07 05:48:54+05:30,-384.6939392089844,falling
2013-06-07 05:49:00+05:30,-373.4839782714844,falling
2013-06-07 05:49:07+05:30,368.25872802734375,rising
2013-06-07 05:49:27+05:30,-359.615478515625,falling
2013-06-07 05:50:23+05:30,321.1979064941406,rising
2013-06-07 05:50:47+05:30,334.12396240234375,rising
2013-06-07 05:51:00+05:30,332.6788024902344,rising
2013-06-07 05:51:17+05:30,169.56509399414062,rising
2013-06-07 05:51:55+05:30,323.7369384765625,rising
2013-06-07 05:51:58+05:30,-322.19793701171875,falling
2013-06-07 05:52:04+05:30,-69.14288330078125,falling
2013-06-07 05:52:12+05:30,-437.57635498046875,falling
2013-06-07 05:52:24+05:30,-434.3773193359375,falling
2013-06-07 05:52:58+05:30,1116.80224609375,rising
2013-06-07 05:53:24+05:30,-419.4997863769531,falling
2013-06-07 05:53:51+05:30,-416.1031494140625,falling
2013-06-07 05:53:56+05:30,-207.771240234375,falling
2013-06-07 05:54:07+05:30,-404.1824035644531,falling
2013-06-07 05:54:12+05:30,-405.5860900878906,falling
2013-06-07 05:54:17+05:30,406.706298828125,rising
2013-06-07 05:54:34+05:30,-407.30731201171875,falling
2013-06-07 05:55:12+05:30,392.7242126464844,rising
2013-06-07 05:55:18+05:30,391.71734619140625,rising
2013-06-07 05:56:05+05:30,404.49639892578125,rising
2013-06-07 05:56:11+05:30,403.2762451171875,rising
2013-06-07 06:01:26+05:30,182.15667724609375,rising
2013-06-07 07:00:03+05:30,230.13787841796875,rising
2013-06-07 07:05:08+05:30,-88.18328857421875,falling
2013-06-07 07:05:47+05:30,83.77008056640625,rising
2013-06-07 07:10:13+05:30,-44.68072509765625,falling
2013-06-07 07:10:39+05:30,-46.73638916015625,falling
2013-06-07 07:13:25+05:30,69.99319458007812,rising
2013-06-07 07:20:10+05:30,-119.49758911132812,falling
2013-06-07 07:23:25+05:30,43.81640625,rising
2013-06-07 07:27:30+05:30,33.458648681640625,rising
2013-06-07 07:27:47+05:30,36.350189208984375,rising
2013-06-07 07:28:59+05:30,59.01629638671875,rising
2013-06-07 07:35:23+05:30,-96.4478759765625,falling
2013-06-07 07:37:16+05:30,-75.71969604492188,falling
2013-06-07 07:41:25+05:30,69.00054931640625,rising
2013-06-07 07:47:28+05:30,-183.86065673828125,falling
2013-06-07 07:47:32+05:30,-168.5648193359375,falling
2013-06-07 07:47:37+05:30,-159.01641845703125,falling
2013-06-07 07:48:01+05:30,104.72802734375,rising
2013-06-07 07:48:07+05:30,-100.0867919921875,falling
2013-06-07 07:48:22+05:30,-223.30386352539062,falling
2013-06-07 07:48:40+05:30,-209.05731201171875,falling
2013-06-07 07:49:07+05:30,178.358154296875,rising
2013-06-07 07:49:14+05:30,-165.21453857421875,falling
2013-06-07 07:49:29+05:30,-158.5487060546875,falling
2013-06-07 07:49:41+05:30,-156.59823608398438,falling
2013-06-07 07:49:47+05:30,-158.37652587890625,falling
2013-06-07 07:49:55+05:30,149.626708984375,rising
2013-06-07 07:50:01+05:30,144.77789306640625,rising
2013-06-07 07:50:09+05:30,120.83197021484375,rising
2013-06-07 07:50:28+05:30,106.69049072265625,rising
2013-06-07 07:50:43+05:30,-130.022705078125,falling
2013-06-07 07:53:52+05:30,52.28912353515625,rising
2013-06-07 07:54:11+05:30,-57.64520263671875,falling
2013-06-07 07:55:14+05:30,-59.8277587890625,falling
2013-06-07 07:56:45+05:30,-39.3427734375,falling
2013-06-07 08:00:47+05:30,457.3409729003906,rising
2013-06-07 08:08:41+05:30,-43.9302978515625,falling
2013-06-07 08:08:53+05:30,66.49652099609375,rising
2013-06-07 08:09:57+05:30,-117.88442993164062,falling
2013-06-07 08:15:04+05:30,32.959197998046875,rising
2013-06-07 08:15:26+05:30,-38.045623779296875,falling
2013-06-07 08:18:41+05:30,99.70223999023438,rising
2013-06-07 08:25:41+05:30,-121.53866577148438,falling
2013-06-07 08:41:28+05:30,264.3590393066406,rising
2013-06-07 08:44:20+05:30,-121.36917114257812,falling
2013-06-07 08:53:05+05:30,496.1568603515625,rising
2013-06-07 08:54:05+05:30,-30.991912841796875,falling
2013-06-07 08:57:12+05:30,30.811981201171875,rising
2013-06-07 08:57:19+05:30,59.27618408203125,rising
2013-06-07 08:57:41+05:30,-32.66558837890625,falling
2013-06-07 08:59:00+05:30,-100.8321533203125,falling
2013-06-07 09:07:25+05:30,509.20428466796875,rising
2013-06-07 09:14:29+05:30,-59.8763427734375,falling
2013-06-07 09:22:50+05:30,-84.81210327148438,falling
2013-06-07 09:23:40+05:30,515.0048828125,rising
2013-06-07 09:26:37+05:30,-40.14129638671875,falling
2013-06-07 09:27:50+05:30,33.18170166015625,rising
2013-06-07 09:28:25+05:30,40.351348876953125,rising
2013-06-07 09:29:03+05:30,-70.1802978515625,falling
2013-06-07 09:29:27+05:30,-52.27642822265625,falling
2013-06-07 09:29:28+05:30,-52.276397705078125,falling
2013-06-07 09:29:34+05:30,32.089111328125,rising
2013-06-07 09:32:04+05:30,-31.35198974609375,falling
2013-06-07 09:38:16+05:30,-372.6759948730469,falling
2013-06-07 09:45:06+05:30,-73.4202880859375,falling
2013-06-07 09:46:01+05:30,112.29031372070312,rising
2013-06-07 09:49:49+05:30,40.9879150390625,rising
2013-06-07 09:54:13+05:30,199.79605102539062,rising
2013-06-07 10:04:11+05:30,-55.918121337890625,falling
2013-06-07 10:13:04+05:30,66.43795776367188,rising
2013-06-07 10:21:39+05:30,-52.98773193359375,falling
2013-06-07 10:25:53+05:30,-65.17562866210938,falling
2013-06-07 10:26:31+05:30,34.011505126953125,rising
2013-06-07 10:26:47+05:30,-38.59954833984375,falling
2013-06-07 10:27:23+05:30,36.30009460449219,rising
2013-06-07 10:31:35+05:30,507.20458984375,rising
2013-06-07 10:34:55+05:30,64.82217407226562,rising
2013-06-07 10:38:08+05:30,-86.33840942382812,falling
2013-06-07 10:44:21+05:30,-104.11041259765625,falling
2013-06-07 10:45:43+05:30,207.15606689453125,rising
2013-06-07 10:45:53+05:30,508.27606201171875,rising
2013-06-07 10:45:58+05:30,222.39080810546875,rising
2013-06-07 10:46:04+05:30,-217.9405517578125,falling
2013-06-07 10:46:39+05:30,270.465087890625,rising
2013-06-07 10:46:49+05:30,-235.75531005859375,falling
2013-06-07 10:55:08+05:30,30.7081298828125,rising
2013-06-07 10:56:14+05:30,-45.387115478515625,falling
2013-06-07 10:58:16+05:30,-53.336761474609375,falling
2013-06-07 10:59:21+05:30,109.27810668945312,rising
2013-06-07 11:00:18+05:30,1905.5830078125,rising
2013-06-07 11:03:14+05:30,-43.171630859375,falling
2013-06-07 11:04:43+05:30,-987.228271484375,falling
2013-06-07 11:10:24+05:30,-412.7481384277344,falling
2013-06-07 11:18:52+05:30,-47.2567138671875,falling
2013-06-07 11:23:08+05:30,-58.299163818359375,falling
2013-06-07 11:31:54+05:30,227.11361694335938,rising
2013-06-07 11:38:38+05:30,-80.14288330078125,falling
2013-06-07 11:40:18+05:30,-62.522796630859375,falling
2013-06-07 11:42:09+05:30,53.442901611328125,rising
2013-06-07 11:43:30+05:30,-51.71600341796875,falling
2013-06-07 11:44:13+05:30,46.107513427734375,rising
2013-06-07 11:50:05+05:30,475.87060546875,rising
2013-06-07 11:57:38+05:30,-58.548675537109375,falling
2013-06-07 12:07:22+05:30,364.4481506347656,rising
2013-06-07 12:11:55+05:30,36.662506103515625,rising
2013-06-07 12:14:05+05:30,-57.062347412109375,falling
2013-06-07 12:18:00+05:30,50.31915283203125,rising
2013-06-07 12:20:32+05:30,-32.117462158203125,falling
2013-06-07 12:22:15+05:30,549.4676513671875,rising
2013-06-07 12:23:03+05:30,77.6541748046875,rising
2013-06-07 12:27:22+05:30,-50.609100341796875,falling
2013-06-07 12:28:50+05:30,65.35379028320312,rising
2013-06-07 12:29:19+05:30,-74.58822631835938,falling
2013-06-07 12:37:22+05:30,57.232574462890625,rising
2013-06-07 12:38:46+05:30,504.906494140625,rising
2013-06-07 12:44:28+05:30,-63.73272705078125,falling
2013-06-07 12:45:38+05:30,-56.588470458984375,falling
2013-06-07 12:48:59+05:30,45.71514892578125,rising
2013-06-07 12:53:49+05:30,42.30010986328125,rising
2013-06-07 12:55:21+05:30,60.70660400390625,rising
2013-06-07 12:55:48+05:30,-52.10882568359375,falling
2013-06-07 12:58:12+05:30,-37.87347412109375,falling
2013-06-07 12:59:27+05:30,50.43548583984375,rising
2013-06-07 13:01:37+05:30,-78.73480224609375,falling
2013-06-07 13:04:19+05:30,56.979034423828125,rising
2013-06-07 13:08:19+05:30,-72.62411499023438,falling
2013-06-07 13:11:28+05:30,64.0673828125,rising
2013-06-07 13:14:34+05:30,-43.08978271484375,falling
2013-06-07 13:14:46+05:30,-44.160247802734375,falling
2013-06-07 13:15:13+05:30,100.20660400390625,rising
2013-06-07 13:17:07+05:30,-127.47332763671875,falling
2013-06-07 13:19:17+05:30,-71.42529296875,falling
2013-06-07 13:24:58+05:30,-98.5635986328125,falling
2013-06-07 13:26:11+05:30,63.8011474609375,rising
2013-06-07 13:28:34+05:30,33.77349853515625,rising
2013-06-07 13:29:50+05:30,-43.138519287109375,falling
2013-06-07 13:37:49+05:30,80.02401733398438,rising
2013-06-07 13:42:05+05:30,-79.24560546875,falling
2013-06-07 13:51:36+05:30,242.62637329101562,rising
2013-06-07 14:00:43+05:30,-116.05551147460938,falling
2013-06-07 14:09:49+05:30,-37.311920166015625,falling
2013-06-07 14:10:14+05:30,505.03338623046875,rising
2013-06-07 14:10:40+05:30,35.953216552734375,rising
2013-06-07 14:12:41+05:30,36.131622314453125,rising
2013-06-07 14:13:02+05:30,-170.15042114257812,falling
2013-06-07 14:16:39+05:30,-101.84869384765625,falling
2013-06-07 14:20:58+05:30,208.46420288085938,rising
2013-06-07 14:26:32+05:30,64.2333984375,rising
2013-06-07 14:33:21+05:30,-58.0860595703125,falling
2013-06-07 14:39:46+05:30,-40.11114501953125,falling
2013-06-07 14:43:54+05:30,515.7380981445312,rising
2013-06-07 14:50:16+05:30,-77.61181640625,falling
2013-06-07 15:01:01+05:30,539.5525512695312,rising
2013-06-07 15:02:35+05:30,-39.426971435546875,falling
2013-06-07 15:06:54+05:30,-114.9495849609375,falling
2013-06-07 15:08:11+05:30,919.0111694335938,rising
2013-06-07 15:08:53+05:30,-500.3057861328125,falling
2013-06-07 15:09:05+05:30,1119.769775390625,rising
2013-06-07 15:09:13+05:30,-37.30029296875,falling
2013-06-07 15:09:32+05:30,-701.2198486328125,falling
2013-06-07 15:09:56+05:30,1111.537841796875,rising
2013-06-07 15:10:03+05:30,43.1627197265625,rising
2013-06-07 15:10:12+05:30,-607.1744384765625,falling
2013-06-07 15:10:58+05:30,914.0135498046875,rising
2013-06-07 15:11:10+05:30,-747.1704711914062,falling
2013-06-07 15:11:44+05:30,585.2310791015625,rising
2013-06-07 15:11:55+05:30,-1006.2760009765625,falling
2013-06-07 15:12:28+05:30,614.3081665039062,rising
2013-06-07 15:12:39+05:30,-615.0745239257812,falling
2013-06-07 15:13:03+05:30,619.0069580078125,rising
2013-06-07 15:14:02+05:30,-615.1451416015625,falling
2013-06-07 15:14:14+05:30,706.4083251953125,rising
2013-06-07 15:15:15+05:30,-545.233154296875,falling
2013-06-07 15:15:26+05:30,1259.45458984375,rising
2013-06-07 15:16:16+05:30,-798.9202880859375,falling
2013-06-07 15:16:27+05:30,619.9686279296875,rising
2013-06-07 15:17:08+05:30,128.6502685546875,rising
2013-06-07 15:17:21+05:30,-609.1717529296875,falling
2013-06-07 15:17:39+05:30,1241.625,rising
2013-06-07 15:18:09+05:30,-1247.266845703125,falling
2013-06-07 15:18:35+05:30,-1045.9132080078125,falling
2013-06-07 15:18:50+05:30,1249.1798095703125,rising
2013-06-07 15:19:27+05:30,-1239.728271484375,falling
2013-06-07 15:19:45+05:30,627.6710205078125,rising
2013-06-07 15:20:21+05:30,-752.59033203125,falling
2013-06-07 15:20:43+05:30,836.4605712890625,rising
2013-06-07 15:21:16+05:30,-415.9434814453125,falling
2013-06-07 15:21:40+05:30,652.2452392578125,rising
2013-06-07 15:22:12+05:30,-1234.0887451171875,falling
2013-06-07 15:22:35+05:30,645.881591796875,rising
2013-06-07 15:22:55+05:30,-34.4886474609375,falling
2013-06-07 15:23:02+05:30,-703.1259765625,falling
2013-06-07 15:23:24+05:30,1313.879638671875,rising
2013-06-07 15:23:51+05:30,-906.1641235351562,falling
2013-06-07 15:24:15+05:30,817.47265625,rising
2013-06-07 15:24:35+05:30,-652.9244384765625,falling
2013-06-07 15:24:58+05:30,553.0965576171875,rising
2013-06-07 15:25:11+05:30,-678.922119140625,falling
2013-06-07 15:25:40+05:30,1312.9840087890625,rising
2013-06-07 15:25:52+05:30,-830.7293090820312,falling
2013-06-07 15:26:22+05:30,446.931396484375,rising
2013-06-07 15:26:33+05:30,-640.1588134765625,falling
2013-06-07 15:27:05+05:30,665.0886840820312,rising
2013-06-07 15:27:18+05:30,-901.7158203125,falling
2013-06-07 15:27:52+05:30,1325.93310546875,rising
2013-06-07 15:28:04+05:30,-658.7677612304688,falling
2013-06-07 15:37:15+05:30,-297.8544921875,falling
2013-06-07 15:45:15+05:30,100.02297973632812,rising
2013-06-07 15:52:26+05:30,-50.760711669921875,falling
2013-06-07 16:01:49+05:30,314.2264404296875,rising
2013-06-07 16:08:25+05:30,-61.519195556640625,falling
2013-06-07 16:11:01+05:30,-108.19378662109375,falling
2013-06-07 16:14:24+05:30,-97.83879089355469,falling
2013-06-07 16:18:17+05:30,35.67619323730469,rising
2013-06-07 16:19:27+05:30,549.5835571289062,rising
2013-06-07 16:29:01+05:30,76.868896484375,rising
2013-06-07 16:29:07+05:30,32.300506591796875,rising
2013-06-07 16:32:46+05:30,-111.93768310546875,falling
2013-06-07 16:42:44+05:30,512.897705078125,rising
2013-06-07 16:50:31+05:30,-60.70098876953125,falling
2013-06-07 16:50:43+05:30,-60.236419677734375,falling
2013-06-07 17:01:01+05:30,536.02685546875,rising
2013-06-07 17:07:24+05:30,-102.79876708984375,falling
2013-06-07 17:09:22+05:30,-88.86430358886719,falling
2013-06-07 17:20:25+05:30,308.5440979003906,rising
2013-06-07 17:22:18+05:30,36.635894775390625,rising
2013-06-07 17:24:38+05:30,35.283294677734375,rising
2013-06-07 17:24:59+05:30,-30.25079345703125,falling
2013-06-07 17:25:15+05:30,49.719512939453125,rising
2013-06-07 17:26:59+05:30,-62.03007507324219,falling
2013-06-07 17:30:23+05:30,-84.36160278320312,falling
2013-06-07 17:33:31+05:30,131.73654174804688,rising
2013-06-07 17:36:05+05:30,568.77880859375,rising
2013-06-07 17:37:45+05:30,42.337646484375,rising
2013-06-07 17:45:36+05:30,42.72052001953125,rising
2013-06-07 17:46:49+05:30,-80.2877197265625,falling
2013-06-07 17:52:46+05:30,52.9029541015625,rising
2013-06-07 17:56:52+05:30,-73.09320068359375,falling
2013-06-07 18:03:50+05:30,-44.552154541015625,falling
2013-06-07 18:05:03+05:30,-45.52838134765625,falling
2013-06-07 18:06:29+05:30,53.488433837890625,rising
2013-06-07 18:06:57+05:30,-57.863677978515625,falling
2013-06-07 18:10:07+05:30,66.52169799804688,rising
2013-06-07 18:13:02+05:30,62.87152099609375,rising
2013-06-07 18:16:40+05:30,92.7315673828125,rising
2013-06-07 18:16:51+05:30,-67.8865966796875,falling
2013-06-07 18:20:55+05:30,-58.539215087890625,falling
2013-06-07 18:24:20+05:30,46.44232177734375,rising
2013-06-07 18:25:05+05:30,40.78948974609375,rising
2013-06-07 18:25:43+05:30,-45.04132080078125,falling
2013-06-07 18:26:46+05:30,-77.18121337890625,falling
2013-06-07 18:27:38+05:30,468.45904541015625,rising
2013-06-07 18:37:16+05:30,-103.40371704101562,falling
2013-06-07 18:46:58+05:30,65.93450927734375,rising
2013-06-07 19:01:00+05:30,-94.68096923828125,falling
2013-06-07 19:11:17+05:30,66.2451171875,rising
2013-06-07 19:15:32+05:30,-37.9130859375,falling
2013-06-07 19:16:03+05:30,90.657470703125,rising
2013-06-07 19:16:48+05:30,-63.11224365234375,falling
2013-06-07 19:16:59+05:30,55.8115234375,rising
2013-06-07 19:18:24+05:30,-58.75164794921875,falling
2013-06-07 19:19:23+05:30,-56.19439697265625,falling
2013-06-07 19:19:32+05:30,-43.780120849609375,falling
2013-06-07 19:28:45+05:30,548.7591552734375,rising
2013-06-07 19:32:31+05:30,112.908203125,rising
2013-06-07 19:36:03+05:30,39.1417236328125,rising
2013-06-07 19:39:05+05:30,40.16473388671875,rising
2013-06-07 19:52:18+05:30,-57.95819091796875,falling
2013-06-07 20:01:00+05:30,82.205078125,rising
2013-06-07 20:05:33+05:30,-38.58697509765625,falling
2013-06-07 20:08:09+05:30,-77.83642578125,falling
2013-06-07 20:08:39+05:30,44.347412109375,rising
2013-06-07 20:09:16+05:30,43.43072509765625,rising
2013-06-07 20:09:28+05:30,-42.76513671875,falling
2013-06-07 20:16:01+05:30,-55.5496826171875,falling
2013-06-07 20:21:29+05:30,498.65234375,rising
2013-06-07 20:26:01+05:30,-139.0360107421875,falling
2013-06-07 20:26:44+05:30,36.64599609375,rising
2013-06-07 20:27:46+05:30,-36.5989990234375,falling
2013-06-07 20:34:41+05:30,307.925048828125,rising
2013-06-07 20:34:55+05:30,79.49603271484375,rising
2013-06-07 20:35:06+05:30,230.6025390625,rising
2013-06-07 20:35:08+05:30,1196.7911376953125,rising
2013-06-07 20:35:13+05:30,56.3134765625,rising
2013-06-07 20:35:24+05:30,44.9599609375,rising
2013-06-07 20:35:32+05:30,-37.5712890625,falling
2013-06-07 20:37:39+05:30,1382.23486328125,rising
2013-06-07 20:40:05+05:30,31.26025390625,rising
2013-06-07 20:44:21+05:30,-44.30517578125,falling
2013-06-07 20:48:07+05:30,78.01025390625,rising
2013-06-07 20:48:16+05:30,39.59033203125,rising
2013-06-07 20:53:11+05:30,456.22998046875,rising
2013-06-07 20:53:27+05:30,30.35986328125,rising
2013-06-07 20:53:46+05:30,-57.6806640625,falling
2013-06-07 20:54:26+05:30,-1026.5634765625,falling
2013-06-07 20:55:12+05:30,33.05419921875,rising
2013-06-07 20:59:35+05:30,-46.382080078125,falling
2013-06-07 21:01:42+05:30,762.90380859375,rising
2013-06-07 21:01:48+05:30,65.80029296875,rising
2013-06-07 21:01:55+05:30,-48.2099609375,falling
2013-06-07 21:02:01+05:30,-30.13037109375,falling
2013-06-07 21:04:02+05:30,-948.007568359375,falling
2013-06-07 21:05:28+05:30,268.671630859375,rising
2013-06-07 21:11:18+05:30,-109.955078125,falling
2013-06-07 21:13:06+05:30,-40.888916015625,falling
2013-06-07 21:13:34+05:30,360.40625,rising
2013-06-07 21:15:09+05:30,-107.956298828125,falling
2013-06-07 21:15:15+05:30,89.631103515625,rising
2013-06-07 21:16:01+05:30,-56.102294921875,falling
2013-06-07 21:16:40+05:30,48.573974609375,rising
2013-06-07 21:19:24+05:30,167.308837890625,rising
2013-06-07 21:20:06+05:30,-32.781005859375,falling
2013-06-07 21:20:31+05:30,-43.885498046875,falling
2013-06-07 21:22:34+05:30,50.63720703125,rising
2013-06-07 21:24:16+05:30,522.424072265625,rising
2013-06-07 21:24:17+05:30,-398.9990234375,falling
2013-06-07 21:24:46+05:30,40.6162109375,rising
2013-06-07 21:30:41+05:30,-223.42822265625,falling
2013-06-07 21:30:56+05:30,171.527099609375,rising
2013-06-07 21:35:37+05:30,-54.72119140625,falling
2013-06-07 21:45:12+05:30,482.503173828125,rising
2013-06-07 21:51:57+05:30,-91.530029296875,falling
2013-06-07 21:55:15+05:30,-72.590087890625,falling
2013-06-07 22:00:07+05:30,30.18017578125,rising
2013-06-07 22:02:16+05:30,-49.98779296875,falling
2013-06-07 22:04:28+05:30,-75.548828125,falling
2013-06-07 22:05:23+05:30,49.5400390625,rising
2013-06-07 22:08:23+05:30,-63.31298828125,falling
2013-06-07 22:15:48+05:30,-74.013916015625,falling
2013-06-07 22:24:10+05:30,956.857421875,rising
2013-06-07 22:24:18+05:30,116.740234375,rising
2013-06-07 22:25:00+05:30,38.9599609375,rising
2013-06-07 22:25:28+05:30,66.1201171875,rising
2013-06-07 22:27:10+05:30,-104.22998046875,falling
2013-06-07 22:28:09+05:30,-71.990234375,falling
2013-06-07 22:34:51+05:30,-56.1201171875,falling
2013-06-07 22:45:55+05:30,-421.7900390625,falling
2013-06-07 22:54:51+05:30,-114.83984375,falling
2013-06-07 23:06:05+05:30,125.22998046875,rising
2013-06-07 23:06:15+05:30,-60.52001953125,falling
2013-06-07 23:06:36+05:30,451.34033203125,rising
2013-06-07 23:15:17+05:30,-103.419921875,falling
2013-06-07 23:27:21+05:30,65.17529296875,rising
2013-06-07 23:36:21+05:30,-43.27978515625,falling
2013-06-07 23:48:34+05:30,-1257.531005859375,falling
2013-06-07 23:48:49+05:30,-428.376953125,falling
2013-06-07 23:50:53+05:30,50.792724609375,rising
2013-06-07 23:54:54+05:30,-156.23193359375,falling
2013-06-07 23:55:12+05:30,205.947998046875,rising
2013-06-07 23:55:57+05:30,-55.5341796875,falling
2013-06-07 23:58:14+05:30,-43.1044921875,falling
